sample_id;collected_at;taxon_id;collection;id_feature;feature_value;FOI;original_data
BRS18-1-14;TVL;2545092;SACHA;IFC-161;IFV-4;IFG-10;BRS18-1-14 - URTICACEAE Pouzolzia  Pouzolzia mixta
BRS18-1-14;TVL;2545092;SACHA;IFC-162;IFV-4;IFG-10;BRS18-1-14 - URTICACEAE Pouzolzia  Pouzolzia mixta
BRS18-1-15;TVL;2538309;SACHA;IFC-1;IFV-2;IFG-3;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-4;IFV-3;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-5;IFV-2;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-13;IFV-2;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-22;IFV-2;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-24;IFV-2;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-29;IFV-2;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-30;IFV-2;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-41;IFV-2;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-48;IFV-2;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-49;IFV-2;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-58;IFV-2;IFG-4;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-61;IFV-2;IFG-5;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-63;IFV-2;IFG-5;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-65;IFV-2;IFG-5;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-66;IFV-2;IFG-5;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-68;IFV-3;IFG-5;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-69;IFV-2;IFG-5;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-79;IFV-2;IFG-6;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-80;IFV-2;IFG-6;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-81;IFV-2;IFG-6;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-83;IFV-2;IFG-6;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-89;IFV-2;IFG-6;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-91;IFV-2;IFG-6;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-92;IFV-2;IFG-6;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-96;IFV-2;IFG-7;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-97;IFV-3;IFG-7;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-104;IFV-2;IFG-7;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-116;IFV-2;IFG-7;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-136;IFV-2;IFG-10;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-15;TVL;2538309;SACHA;IFC-142;IFV-2;IFG-10;BRS18-1-15 - FABACEAE CAESALPINIOIDEAE Peltophorum  Peltophorum africanum
BRS18-1-16;TVL;2335045;SACHA;IFC-1;IFV-2;IFG-3;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-4;IFV-3;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-5;IFV-2;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-6;IFV-3;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-11;IFV-3;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-13;IFV-2;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-22;IFV-2;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-25;IFV-2;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-26;IFV-2;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-31;IFV-2;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-32;IFV-2;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-41;IFV-2;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-50;IFV-2;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-58;IFV-2;IFG-4;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-61;IFV-2;IFG-5;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-63;IFV-2;IFG-5;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-65;IFV-2;IFG-5;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-66;IFV-3;IFG-5;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-68;IFV-3;IFG-5;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-69;IFV-2;IFG-5;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-75;IFV-2;IFG-6;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-78;IFV-2;IFG-6;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-92;IFV-2;IFG-6;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-93;IFV-2;IFG-6;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-97;IFV-2;IFG-7;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-106;IFV-2;IFG-7;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-107;IFV-3;IFG-7;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-115;IFV-2;IFG-7;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-159;IFV-2;IFG-10;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-16;TVL;2335045;SACHA;IFC-160;IFV-2;IFG-10;BRS18-1-16 - KIRKIACEAE Kirkia  Kirkia wilmsii
BRS18-1-17;TVL;461983;SACHA;IFC-1;IFV-2;IFG-3;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-4;IFV-3;IFG-4;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-5;IFV-2;IFG-4;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-9;IFV-3;IFG-4;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-12;IFV-3;IFG-4;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-13;IFV-2;IFG-4;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-22;IFV-2;IFG-4;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-24;IFV-2;IFG-4;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-30;IFV-2;IFG-4;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-41;IFV-2;IFG-4;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-49;IFV-2;IFG-4;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-61;IFV-2;IFG-5;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-65;IFV-2;IFG-5;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-69;IFV-2;IFG-5;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-75;IFV-2;IFG-6;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-78;IFV-2;IFG-6;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-89;IFV-4;IFG-6;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-91;IFV-3;IFG-6;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-92;IFV-2;IFG-6;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-97;IFV-3;IFG-7;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-98;IFV-2;IFG-7;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-106;IFV-2;IFG-7;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-107;IFV-2;IFG-7;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-109;IFV-2;IFG-7;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-110;IFV-2;IFG-7;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-115;IFV-2;IFG-7;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-136;IFV-2;IFG-10;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-137;IFV-2;IFG-10;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-138;IFV-2;IFG-10;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-17;TVL;461983;SACHA;IFC-154;IFV-2;IFG-10;BRS18-1-17 - LAMIACEAE Volkameria Volkameria glabra
BRS18-1-18;TVL;211683;SACHA;IFC-1;IFV-3;IFG-3;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-5;IFV-2;IFG-4;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-13;IFV-2;IFG-4;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-22;IFV-2;IFG-4;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-25;IFV-2;IFG-4;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-29;IFV-3;IFG-4;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-30;IFV-2;IFG-4;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-40;IFV-2;IFG-4;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-41;IFV-2;IFG-4;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-49;IFV-2;IFG-4;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-62;IFV-2;IFG-5;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-63;IFV-2;IFG-5;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-66;IFV-2;IFG-5;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-69;IFV-2;IFG-5;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-76;IFV-2;IFG-6;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-78;IFV-2;IFG-6;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-92;IFV-2;IFG-6;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-93;IFV-3;IFG-6;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-97;IFV-2;IFG-7;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-102;IFV-3;IFG-7;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-108;IFV-2;IFG-7;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-109;IFV-2;IFG-7;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-110;IFV-3;IFG-7;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-116;IFV-2;IFG-7;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-18;TVL;211683;SACHA;IFC-152;IFV-3;IFG-10;BRS18-1-18 - RUBIACEAE Vangueria  Vangueria infausta
BRS18-1-19;TVL;2469344;SACHA;IFC-1;IFV-2;IFG-3;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-5;IFV-2;IFG-4;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-7;IFV-3;IFG-4;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-13;IFV-2;IFG-4;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-22;IFV-2;IFG-4;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-24;IFV-2;IFG-4;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-30;IFV-2;IFG-4;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-40;IFV-2;IFG-4;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-41;IFV-2;IFG-4;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-49;IFV-2;IFG-4;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-50;IFV-2;IFG-4;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-61;IFV-2;IFG-5;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-66;IFV-2;IFG-5;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-69;IFV-2;IFG-5;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-78;IFV-2;IFG-6;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-85;IFV-3;IFG-6;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-86;IFV-2;IFG-6;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-89;IFV-2;IFG-6;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-92;IFV-2;IFG-6;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-93;IFV-2;IFG-6;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-97;IFV-2;IFG-7;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-106;IFV-2;IFG-7;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-107;IFV-3;IFG-7;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-115;IFV-2;IFG-7;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-136;IFV-2;IFG-10;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-19;TVL;2469344;SACHA;IFC-142;IFV-2;IFG-10;BRS18-1-19 - RUTACEAE Zanthoxylum Zanthoxylum capense
BRS18-1-20;TVL;355603;SACHA;IFC-1;IFV-3;IFG-3;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-5;IFV-2;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-10;IFV-3;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-13;IFV-2;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-22;IFV-2;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-24;IFV-2;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-30;IFV-2;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-36;IFV-4;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-40;IFV-2;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-41;IFV-3;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-50;IFV-2;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-58;IFV-2;IFG-4;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-61;IFV-2;IFG-5;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-66;IFV-2;IFG-5;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-70;IFV-2;IFG-5;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-78;IFV-2;IFG-6;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-79;IFV-3;IFG-6;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-83;IFV-2;IFG-6;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-89;IFV-2;IFG-6;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-92;IFV-2;IFG-6;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-97;IFV-2;IFG-7;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-100;IFV-2;IFG-7;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-105;IFV-3;IFG-7;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-106;IFV-2;IFG-7;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-107;IFV-2;IFG-7;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-116;IFV-2;IFG-7;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-150;IFV-3;IFG-10;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-1-20;TVL;355603;SACHA;IFC-152;IFV-3;IFG-10;BRS18-1-20 - OLEACEAE Olea Olea europaea subsp. africana
BRS18-2-01;TVL;2807867;SACHA;IFC-1;IFV-2;IFG-3;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-4;IFV-2;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-6;IFV-2;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-11;IFV-3;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-25;IFV-2;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-31;IFV-3;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-36;IFV-4;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-41;IFV-2;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-50;IFV-2;IFG-4;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
BRS18-2-01;TVL;2807867;SACHA;IFC-62;IFV-2;IFG-5;BRS18-2-01 - PROTEACEAE Faurea  Faurea saligna
