sample_id;collected_at;taxon_id;collection;id_feature;feature_value;FOI;original_data
BRS18-2-21;TVL;2434059;SACHA;IFC-97;IFV-3;IFG-7;BRS18-2-21 - COMBRETACEAE Terminalia Terminalia prunioides
BRS18-2-21;TVL;2434059;SACHA;IFC-104;IFV-2;IFG-7;BRS18-2-21 - COMBRETACEAE Terminalia Terminalia prunioides
BRS18-2-21;TVL;2434059;SACHA;IFC-106;IFV-3;IFG-7;BRS18-2-21 - COMBRETACEAE Terminalia Terminalia prunioides
BRS18-2-21;TVL;2434059;SACHA;IFC-115;IFV-2;IFG-7;BRS18-2-21 - COMBRETACEAE Terminalia Terminalia prunioides
BRS18-2-21;TVL;2434059;SACHA;IFC-136;IFV-2;IFG-10;BRS18-2-21 - COMBRETACEAE Terminalia Terminalia prunioides
BRS18-2-21;TVL;2434059;SACHA;IFC-141;IFV-2;IFG-10;BRS18-2-21 - COMBRETACEAE Terminalia Terminalia prunioides
BRS18-2-21;TVL;2434059;SACHA;IFC-144;IFV-4;IFG-10;BRS18-2-21 - COMBRETACEAE Terminalia Terminalia prunioides
BRS18-2-21;TVL;2434059;SACHA;IFC-146;IFV-4;IFG-10;BRS18-2-21 - COMBRETACEAE Terminalia Terminalia prunioides
BRS18-2-21;TVL;2434059;SACHA;IFC-156;IFV-2;IFG-10;BRS18-2-21 - COMBRETACEAE Terminalia Terminalia prunioides
BRS18-2-22;TVL;2608692;SACHA;IFC-1;IFV-2;IFG-3;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-4;IFV-2;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-6;IFV-2;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-23;IFV-3;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-26;IFV-2;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-31;IFV-3;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-34;IFV-4;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-41;IFV-2;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-49;IFV-2;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-50;IFV-2;IFG-4;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-61;IFV-2;IFG-5;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-66;IFV-2;IFG-5;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-69;IFV-2;IFG-5;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-78;IFV-2;IFG-6;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-83;IFV-2;IFG-6;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-85;IFV-3;IFG-6;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-86;IFV-2;IFG-6;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-89;IFV-2;IFG-6;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-91;IFV-3;IFG-6;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-92;IFV-2;IFG-6;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-97;IFV-2;IFG-7;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-106;IFV-2;IFG-7;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-107;IFV-2;IFG-7;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-108;IFV-3;IFG-7;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-116;IFV-2;IFG-7;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-152;IFV-2;IFG-10;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-22;TVL;2608692;SACHA;IFC-154;IFV-2;IFG-10;BRS18-2-22 - ANACARDIACEAE Searsia Searsia tumulicola var. meeuseana
BRS18-2-23;TVL;3039691;SACHA;IFC-1;IFV-2;IFG-3;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-7;IFV-2;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-10;IFV-2;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-24;IFV-2;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-36;IFV-4;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-37;IFV-4;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-40;IFV-2;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-50;IFV-2;IFG-4;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-61;IFV-2;IFG-5;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-66;IFV-2;IFG-5;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-69;IFV-3;IFG-5;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-70;IFV-2;IFG-5;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-76;IFV-3;IFG-6;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-77;IFV-2;IFG-6;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-78;IFV-2;IFG-6;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-89;IFV-2;IFG-6;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-91;IFV-2;IFG-6;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-92;IFV-2;IFG-6;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-97;IFV-2;IFG-7;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-104;IFV-3;IFG-7;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-106;IFV-2;IFG-7;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-113;IFV-4;IFG-7;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-115;IFV-2;IFG-7;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-116;IFV-2;IFG-7;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-118;IFV-3;IFG-8;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-120;IFV-3;IFG-8;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-122;IFV-2;IFG-8;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-23;TVL;3039691;SACHA;IFC-152;IFV-2;IFG-10;BRS18-2-23 - ASTERACEAE Brachylaena Brachylaena ilicifolia
BRS18-2-24;TVL;216411;SACHA;IFC-1;IFV-2;IFG-3;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-9;IFV-3;IFG-4;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-24;IFV-2;IFG-4;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-29;IFV-3;IFG-4;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-40;IFV-2;IFG-4;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-50;IFV-2;IFG-4;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-62;IFV-2;IFG-5;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-63;IFV-2;IFG-5;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-66;IFV-2;IFG-5;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-69;IFV-2;IFG-5;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-70;IFV-3;IFG-5;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-75;IFV-2;IFG-6;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-93;IFV-3;IFG-6;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-97;IFV-2;IFG-7;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-100;IFV-2;IFG-7;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-102;IFV-2;IFG-7;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-107;IFV-2;IFG-7;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-108;IFV-2;IFG-7;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-113;IFV-3;IFG-7;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-116;IFV-2;IFG-7;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-152;IFV-2;IFG-10;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-24;TVL;216411;SACHA;IFC-154;IFV-2;IFG-10;BRS18-2-24 - RUBIACEAE Plectroniella Plectroniella armata
BRS18-2-25;TVL;2408566;SACHA;IFC-1;IFV-3;IFG-3;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-2;IFV-2;IFG-3;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-9;IFV-2;IFG-4;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-24;IFV-2;IFG-4;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-40;IFV-2;IFG-4;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-50;IFV-2;IFG-4;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-62;IFV-2;IFG-5;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-63;IFV-2;IFG-5;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-66;IFV-2;IFG-5;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-70;IFV-2;IFG-5;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-85;IFV-2;IFG-6;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-86;IFV-3;IFG-6;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-93;IFV-2;IFG-6;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-96;IFV-3;IFG-7;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-97;IFV-2;IFG-7;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-100;IFV-2;IFG-7;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-107;IFV-2;IFG-7;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-108;IFV-2;IFG-7;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-116;IFV-2;IFG-7;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-136;IFV-2;IFG-10;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-137;IFV-2;IFG-10;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-138;IFV-2;IFG-10;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-25;TVL;2408566;SACHA;IFC-140;IFV-2;IFG-10;BRS18-2-25 - CELASTRACEAE Pleurostylia Pleurostylia capensis
BRS18-2-26;TVL;351553;SACHA;IFC-1;IFV-3;IFG-3;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-2;IFV-2;IFG-3;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-9;IFV-2;IFG-4;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-25;IFV-2;IFG-4;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-40;IFV-2;IFG-4;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-50;IFV-2;IFG-4;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-62;IFV-2;IFG-5;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-63;IFV-2;IFG-5;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-66;IFV-2;IFG-5;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-69;IFV-2;IFG-5;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-70;IFV-2;IFG-5;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-75;IFV-2;IFG-6;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-90;IFV-3;IFG-6;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-96;IFV-3;IFG-7;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-97;IFV-2;IFG-7;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-106;IFV-2;IFG-7;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-107;IFV-2;IFG-7;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-26;TVL;351553;SACHA;IFC-116;IFV-2;IFG-7;BRS18-2-26 - OLEACEAE Jasminum Jasminum multipartitum
BRS18-2-27;TVL;3262975;SACHA;IFC-1;IFV-2;IFG-3;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-5;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-9;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-13;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-22;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-25;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-29;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-30;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-31;IFV-4;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-42;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-45;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-47;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-48;IFV-2;IFG-4;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-61;IFV-2;IFG-5;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-63;IFV-3;IFG-5;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-65;IFV-2;IFG-5;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-66;IFV-2;IFG-5;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-69;IFV-2;IFG-5;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-78;IFV-2;IFG-6;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-79;IFV-2;IFG-6;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-80;IFV-2;IFG-6;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-82;IFV-2;IFG-6;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-83;IFV-2;IFG-6;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-85;IFV-4;IFG-6;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-91;IFV-2;IFG-6;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-92;IFV-2;IFG-6;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-96;IFV-2;IFG-7;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-109;IFV-2;IFG-7;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-116;IFV-2;IFG-7;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-134;IFV-2;IFG-9;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-144;IFV-2;IFG-10;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-159;IFV-2;IFG-10;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-27;TVL;3262975;SACHA;IFC-160;IFV-2;IFG-10;BRS18-2-27 - COMBRETACEAE Combretum Combretum apiculatum subsp. apiculatum
BRS18-2-28;TVL;3291200;SACHA;IFC-1;IFV-2;IFG-3;BRS18-2-28 - FABACEAE MIMOSOIDEAE  Elephantorrhiza Elephantorrhiza burkei
