sample_id;taxon_id;collection;id_feature;feature_value;FOI;original_data
IW-1031;2345802.0;Inside Wood;IFC-80;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Leptoderris sp.
IW-1031;2345802.0;Inside Wood;IFC-83;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Leptoderris sp.
IW-1032;2344764.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Lonchocarpus sericeus (Poir.) DC. (SAVONETTE)
IW-1032;2344764.0;Inside Wood;IFC-46;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Lonchocarpus sericeus (Poir.) DC. (SAVONETTE)
IW-1032;2344764.0;Inside Wood;IFC-65;IFV-3;IFG-5;LEGUMINOSAE PAPILIONOIDEAE Lonchocarpus sericeus (Poir.) DC. (SAVONETTE)
IW-1032;2344764.0;Inside Wood;IFC-90;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Lonchocarpus sericeus (Poir.) DC. (SAVONETTE)
IW-1032;2344764.0;Inside Wood;IFC-92;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Lonchocarpus sericeus (Poir.) DC. (SAVONETTE)
IW-1032;2344764.0;Inside Wood;IFC-116;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Lonchocarpus sericeus (Poir.) DC. (SAVONETTE)
IW-1033;2368152.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Mildbraediodendron excelsum Harms (BOLELEMBE)
IW-1033;2368152.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Mildbraediodendron excelsum Harms (BOLELEMBE)
IW-1033;2368152.0;Inside Wood;IFC-27;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Mildbraediodendron excelsum Harms (BOLELEMBE)
IW-1033;2368152.0;Inside Wood;IFC-58;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Mildbraediodendron excelsum Harms (BOLELEMBE)
IW-1033;2368152.0;Inside Wood;IFC-82;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Mildbraediodendron excelsum Harms (BOLELEMBE)
IW-1033;2368152.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Mildbraediodendron excelsum Harms (BOLELEMBE)
IW-1034;2368120.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Millettia drastica Baker
IW-1034;2368120.0;Inside Wood;IFC-11;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia drastica Baker
IW-1034;2368120.0;Inside Wood;IFC-45;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia drastica Baker
IW-1034;2368120.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Millettia drastica Baker
IW-1034;2368120.0;Inside Wood;IFC-138;IFV-3;IFG-10;LEGUMINOSAE PAPILIONOIDEAE Millettia drastica Baker
IW-1034;2368120.0;Inside Wood;IFC-139;IFV-3;IFG-10;LEGUMINOSAE PAPILIONOIDEAE Millettia drastica Baker
IW-1035;2367813.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia griffoniana Baill.
IW-1035;2367813.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Millettia griffoniana Baill.
IW-1037;2367721.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Millettia laurentii De Wild. (WENGE)
IW-1037;2367721.0;Inside Wood;IFC-2;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Millettia laurentii De Wild. (WENGE)
IW-1037;2367721.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia laurentii De Wild. (WENGE)
IW-1037;2367721.0;Inside Wood;IFC-45;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia laurentii De Wild. (WENGE)
IW-1037;2367721.0;Inside Wood;IFC-91;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Millettia laurentii De Wild. (WENGE)
IW-1037;2367721.0;Inside Wood;IFC-97;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Millettia laurentii De Wild. (WENGE)
IW-1037;2367721.0;Inside Wood;IFC-98;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Millettia laurentii De Wild. (WENGE)
IW-1038;2367918.0;Inside Wood;IFC-2;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Millettia orientalis Du Puy et Labat
IW-1038;2367918.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia orientalis Du Puy et Labat
IW-1038;2367918.0;Inside Wood;IFC-47;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia orientalis Du Puy et Labat
IW-1039;2367929.0;Inside Wood;IFC-2;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Millettia richardiana Du Puy et Labat
IW-1039;2367929.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia richardiana Du Puy et Labat
IW-1039;2367929.0;Inside Wood;IFC-92;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Millettia richardiana Du Puy et Labat
IW-1040;2367834.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia stuhlmannii Taub. (PANGA PANGA, PARTRIDGE WOOD)
IW-1040;2367834.0;Inside Wood;IFC-97;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Millettia stuhlmannii Taub. (PANGA PANGA, PARTRIDGE WOOD)
IW-1040;2367834.0;Inside Wood;IFC-98;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Millettia stuhlmannii Taub. (PANGA PANGA, PARTRIDGE WOOD)
IW-1041;2367872.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia versicolor Baker
IW-1042;2374549.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Millettia zechiana Harms
IW-1042;2374549.0;Inside Wood;IFC-11;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia zechiana Harms
IW-1042;2374549.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia zechiana Harms
IW-1042;2374549.0;Inside Wood;IFC-45;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Millettia zechiana Harms
IW-1043;2375561.0;Inside Wood;IFC-2;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Mundulea laxiflora Bak.|LEGUMINOSAE PAPILIONOIDEAE Mundulea sericea A. Chev.|Synonym: LEGUMINOSAE PAPILIONOIDEAE Mundulea suberosa (DC.) Benth.
IW-1043;2375561.0;Inside Wood;IFC-4;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Mundulea laxiflora Bak.|LEGUMINOSAE PAPILIONOIDEAE Mundulea sericea A. Chev.|Synonym: LEGUMINOSAE PAPILIONOIDEAE Mundulea suberosa (DC.) Benth.
IW-1043;2375561.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Mundulea laxiflora Bak.|LEGUMINOSAE PAPILIONOIDEAE Mundulea sericea A. Chev.|Synonym: LEGUMINOSAE PAPILIONOIDEAE Mundulea suberosa (DC.) Benth.
IW-1043;2375561.0;Inside Wood;IFC-80;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Mundulea laxiflora Bak.|LEGUMINOSAE PAPILIONOIDEAE Mundulea sericea A. Chev.|Synonym: LEGUMINOSAE PAPILIONOIDEAE Mundulea suberosa (DC.) Benth.
IW-1043;2375561.0;Inside Wood;IFC-106;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Mundulea laxiflora Bak.|LEGUMINOSAE PAPILIONOIDEAE Mundulea sericea A. Chev.|Synonym: LEGUMINOSAE PAPILIONOIDEAE Mundulea suberosa (DC.) Benth.
IW-1044;2383936.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Neoharmsia madagascariensis R. Vig.
IW-1044;2383936.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Neoharmsia madagascariensis R. Vig.
IW-1044;2383936.0;Inside Wood;IFC-41;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Neoharmsia madagascariensis R. Vig.
IW-1044;2383936.0;Inside Wood;IFC-80;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Neoharmsia madagascariensis R. Vig.
IW-1044;2383936.0;Inside Wood;IFC-82;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Neoharmsia madagascariensis R. Vig.
IW-1044;2383936.0;Inside Wood;IFC-84;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Neoharmsia madagascariensis R. Vig.
IW-1044;2383936.0;Inside Wood;IFC-118;IFV-3;IFG-8;LEGUMINOSAE PAPILIONOIDEAE Neoharmsia madagascariensis R. Vig.
IW-1045;2388704.0;Inside Wood;IFC-47;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Ostryocarpus riparius Hook.f.
IW-1045;2388704.0;Inside Wood;IFC-48;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Ostryocarpus riparius Hook.f.
IW-1045;2388704.0;Inside Wood;IFC-99;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Ostryocarpus riparius Hook.f.
IW-1047;2538408.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-2;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-23;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-25;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-41;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-69;IFV-3;IFG-5;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-76;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-80;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-81;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-84;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-106;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1047;2538408.0;Inside Wood;IFC-119;IFV-3;IFG-8;LEGUMINOSAE PAPILIONOIDEAE Pericopsis elata (Harms) van Meeuwen (AFRICAN TEAK, KOKRODUA)|Synonym: LEGUMINOSAE PAPILIONOIDEAE Afrormosia elata
IW-1048;2538407.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Pericopsis laxiflora (Benth. ex Baker) Van Meeuwen (FALSE DALBERGIA, SATIN WOOD)
IW-1048;2538407.0;Inside Wood;IFC-24;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pericopsis laxiflora (Benth. ex Baker) Van Meeuwen (FALSE DALBERGIA, SATIN WOOD)
IW-1048;2538407.0;Inside Wood;IFC-84;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pericopsis laxiflora (Benth. ex Baker) Van Meeuwen (FALSE DALBERGIA, SATIN WOOD)
IW-1048;2538407.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pericopsis laxiflora (Benth. ex Baker) Van Meeuwen (FALSE DALBERGIA, SATIN WOOD)
IW-1048;2538407.0;Inside Wood;IFC-98;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Pericopsis laxiflora (Benth. ex Baker) Van Meeuwen (FALSE DALBERGIA, SATIN WOOD)
IW-1049;2539972.0;Inside Wood;IFC-10;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera eriocalyx
IW-1049;2539972.0;Inside Wood;IFC-11;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera eriocalyx
IW-1049;2539972.0;Inside Wood;IFC-24;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera eriocalyx
IW-1049;2539972.0;Inside Wood;IFC-25;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera eriocalyx
IW-1049;2539972.0;Inside Wood;IFC-26;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera eriocalyx
IW-1049;2539972.0;Inside Wood;IFC-27;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera eriocalyx
IW-1049;2539972.0;Inside Wood;IFC-45;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera eriocalyx
IW-1049;2539972.0;Inside Wood;IFC-47;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera eriocalyx
IW-1049;2539972.0;Inside Wood;IFC-48;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera eriocalyx
IW-1050;2539921.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera violacea
IW-1050;2539921.0;Inside Wood;IFC-25;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera violacea
IW-1050;2539921.0;Inside Wood;IFC-26;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera violacea
IW-1050;2539921.0;Inside Wood;IFC-27;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Philenoptera violacea
IW-1050;2539921.0;Inside Wood;IFC-103;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Philenoptera violacea
IW-1051;2539686.0;Inside Wood;IFC-23;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Phylloxylon perrieri Drake
IW-1051;2539686.0;Inside Wood;IFC-25;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Phylloxylon perrieri Drake
IW-1052;2539682.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Phylloxylon xylophylloides Du Puy, Labat et Schrire
IW-1052;2539682.0;Inside Wood;IFC-80;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Phylloxylon xylophylloides Du Puy, Labat et Schrire
IW-1052;2539682.0;Inside Wood;IFC-81;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Phylloxylon xylophylloides Du Puy, Labat et Schrire
IW-1052;2539682.0;Inside Wood;IFC-82;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Phylloxylon xylophylloides Du Puy, Labat et Schrire
IW-1052;2539682.0;Inside Wood;IFC-83;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Phylloxylon xylophylloides Du Puy, Labat et Schrire
IW-1052;2539682.0;Inside Wood;IFC-119;IFV-3;IFG-8;LEGUMINOSAE PAPILIONOIDEAE Phylloxylon xylophylloides Du Puy, Labat et Schrire
IW-1053;2539346.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Platysepalum chevalieri Harms
IW-1054;2536262.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis amygdalina R. Vig.
IW-1054;2536262.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis amygdalina R. Vig.
IW-1054;2536262.0;Inside Wood;IFC-78;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis amygdalina R. Vig.
IW-1054;2536262.0;Inside Wood;IFC-80;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis amygdalina R. Vig.
IW-1054;2536262.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis amygdalina R. Vig.
IW-1054;2536262.0;Inside Wood;IFC-119;IFV-3;IFG-8;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis amygdalina R. Vig.
IW-1055;2536239.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis pervilleana R. Vig.
IW-1055;2536239.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis pervilleana R. Vig.
IW-1055;2536239.0;Inside Wood;IFC-86;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis pervilleana R. Vig.
IW-1055;2536239.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis pervilleana R. Vig.
IW-1055;2536239.0;Inside Wood;IFC-119;IFV-3;IFG-8;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis pervilleana R. Vig.
IW-1056;2536270.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis viguieri Du Puy et Labat
IW-1056;2536270.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis viguieri Du Puy et Labat
IW-1056;2536270.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pongamiopsis viguieri Du Puy et Labat
IW-1057;2535630.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus angolensis DC. (AFRICAN BLOODWOOD, MUNINGA)
IW-1057;2535630.0;Inside Wood;IFC-2;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus angolensis DC. (AFRICAN BLOODWOOD, MUNINGA)
IW-1057;2535630.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus angolensis DC. (AFRICAN BLOODWOOD, MUNINGA)
IW-1057;2535630.0;Inside Wood;IFC-97;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus angolensis DC. (AFRICAN BLOODWOOD, MUNINGA)
IW-1058;2535567.0;Inside Wood;IFC-45;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus erinaceus Poir.
IW-1058;2535567.0;Inside Wood;IFC-96;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus erinaceus Poir.
IW-1059;2535379.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus mildbraedii Harms
IW-1059;2535379.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus mildbraedii Harms
IW-1059;2535379.0;Inside Wood;IFC-85;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus mildbraedii Harms
IW-1059;2535379.0;Inside Wood;IFC-90;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus mildbraedii Harms
IW-1060;2535324.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus santalinoides DC. (GBENGBE, MUTUTI)
IW-1060;2535324.0;Inside Wood;IFC-90;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus santalinoides DC. (GBENGBE, MUTUTI)
IW-1061;2535446.0;Inside Wood;IFC-27;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus soyauxii Taub. (AFRICAN PADAUK, PADOUK)
IW-1061;2535446.0;Inside Wood;IFC-85;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus soyauxii Taub. (AFRICAN PADAUK, PADOUK)
IW-1061;2535446.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus soyauxii Taub. (AFRICAN PADAUK, PADOUK)
IW-1061;2535446.0;Inside Wood;IFC-92;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus soyauxii Taub. (AFRICAN PADAUK, PADOUK)
IW-1062;2535436.0;Inside Wood;IFC-70;IFV-3;IFG-5;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus tinctorius Welw. (MNINGA MAJI, TACULA)
IW-1062;2535436.0;Inside Wood;IFC-121;IFV-4;IFG-8;LEGUMINOSAE PAPILIONOIDEAE Pterocarpus tinctorius Welw. (MNINGA MAJI, TACULA)
IW-1063;2592061.0;Inside Wood;IFC-79;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Sakoanala madagascariensis R. Vig.
IW-1063;2592061.0;Inside Wood;IFC-80;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Sakoanala madagascariensis R. Vig.
IW-1063;2592061.0;Inside Wood;IFC-119;IFV-3;IFG-8;LEGUMINOSAE PAPILIONOIDEAE Sakoanala madagascariensis R. Vig.
IW-1063;2592061.0;Inside Wood;IFC-122;IFV-3;IFG-8;LEGUMINOSAE PAPILIONOIDEAE Sakoanala madagascariensis R. Vig.
IW-1064;2591727.0;Inside Wood;IFC-1;IFV-3;IFG-3;LEGUMINOSAE PAPILIONOIDEAE Schefflerodendron adenopetalum (Taub.) Harms|LEGUMINOSAE PAPILIONOIDEAE Schefflerodendron usambarense Harms
IW-1064;2591727.0;Inside Wood;IFC-86;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Schefflerodendron adenopetalum (Taub.) Harms|LEGUMINOSAE PAPILIONOIDEAE Schefflerodendron usambarense Harms
IW-1064;2591727.0;Inside Wood;IFC-89;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Schefflerodendron adenopetalum (Taub.) Harms|LEGUMINOSAE PAPILIONOIDEAE Schefflerodendron usambarense Harms
IW-1065;2597232.0;Inside Wood;IFC-11;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Sophora denudata Bory
IW-1065;2597232.0;Inside Wood;IFC-12;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Sophora denudata Bory
IW-1065;2597232.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Sophora denudata Bory
IW-1065;2597232.0;Inside Wood;IFC-97;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Sophora denudata Bory
IW-1065;2597232.0;Inside Wood;IFC-98;IFV-3;IFG-7;LEGUMINOSAE PAPILIONOIDEAE Sophora denudata Bory
IW-1066;2597292.0;Inside Wood;IFC-7;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Sophora tomentosa L. (NECKLACE POD, TAMBALISA)
IW-1066;2597292.0;Inside Wood;IFC-11;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Sophora tomentosa L. (NECKLACE POD, TAMBALISA)
IW-1066;2597292.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Sophora tomentosa L. (NECKLACE POD, TAMBALISA)
IW-1066;2597292.0;Inside Wood;IFC-25;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Sophora tomentosa L. (NECKLACE POD, TAMBALISA)
IW-1066;2597292.0;Inside Wood;IFC-26;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Sophora tomentosa L. (NECKLACE POD, TAMBALISA)
IW-1066;2597292.0;Inside Wood;IFC-90;IFV-3;IFG-6;LEGUMINOSAE PAPILIONOIDEAE Sophora tomentosa L. (NECKLACE POD, TAMBALISA)
IW-1067;2443732.0;Inside Wood;IFC-23;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Tephrosia vogelii Hook.f. (FISH BEAN, FISH-POISON BEAN)
IW-1067;2443732.0;Inside Wood;IFC-27;IFV-3;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Tephrosia vogelii Hook.f. (FISH BEAN, FISH-POISON BEAN)
IW-1067;2443732.0;Inside Wood;IFC-40;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Tephrosia vogelii Hook.f. (FISH BEAN, FISH-POISON BEAN)
IW-1067;2443732.0;Inside Wood;IFC-41;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Tephrosia vogelii Hook.f. (FISH BEAN, FISH-POISON BEAN)
IW-1067;2443732.0;Inside Wood;IFC-42;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Tephrosia vogelii Hook.f. (FISH BEAN, FISH-POISON BEAN)
IW-1067;2443732.0;Inside Wood;IFC-47;IFV-4;IFG-4;LEGUMINOSAE PAPILIONOIDEAE Tephrosia vogelii Hook.f. (FISH BEAN, FISH-POISON BEAN)
